PC,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Forbs,Grasses,Mix,CTL,Tap,Forbs_1,Forbs_2,Forbs_3,Forbs_4,Forbs_5,Forbs_6,Forbs_7,Forbs_8,Forbs_9,Forbs_10,Grasses_1,Grasses_2,Grasses_3,Grasses_4,Grasses_5,Grasses_6,Grasses_7,Grasses_8,Grasses_9,Grasses_10,CTL_1,CTL_2,CTL_3,CTL_4,CTL_5,CTL_6,CTL_7,CTL_8,CTL_9,CTL_10,Tap_1,Tap_2,Tap_3,Tap_4,Tap_5
2929,219.0183869,219.0176613,219.0189436,39.150983,38.04975679,39.80052998,7,0,0,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3264.201333,NA,NA,NA,NA,NA,2700.183273,NA,NA,NA,3799.9104,NA,NA,NA
2930,229.0547813,229.0541654,229.0555277,39.73323041,38.72676136,40.36819562,24,6,5,2,8,3,NA,5048.331905,6387.886824,6308.965,6047.435714,NA,NA,2451.1344,6499.792143,NA,NA,NA,NA,NA,7595.248947,6934.0128,6342.336,4948.76375,NA,4636.181667,NA,6164.271111,7803.397375,4124.158222,5304.218182,5674.604,6396.141429,NA,5362.808308,6599.041765,6649.883667,NA,6268.048154,NA,5397.123692
2931,381.1999766,381.1904856,381.2380267,659.6614377,656.120082,672.0620184,34,4,7,4,6,0,13972.30455,3289.595667,NA,NA,NA,NA,NA,28290.46714,9451.0416,NA,NA,5295.661,3468.3792,NA,7137.1872,3908.3616,NA,26266.1765,5174.002286,4535.0448,NA,NA,13134.97956,NA,6962.124,3399.0528,5272.2384,NA,3500.64,3011.9232,NA,NA,NA,NA,NA
2932,708.4003713,708.3994084,708.4014168,659.719584,659.1573003,660.3526726,11,3,2,2,4,0,NA,25603.69133,NA,NA,NA,22332.7104,NA,NA,NA,23616.2784,8212.247647,NA,NA,NA,NA,NA,NA,NA,NA,17012.39579,NA,34784.4139,NA,NA,NA,25508.77916,26243.8176,NA,NA,44365.60562,NA,NA,NA,NA,NA
2933,279.0928351,279.0924429,279.0933914,1239.715232,1236.240716,1243.375855,12,1,0,1,5,2,NA,NA,NA,NA,11893.74786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15877.5505,NA,18833.4432,NA,15354.64933,12898.94867,16335.44821,NA,NA,NA,NA,NA,6254.808,NA,28546.0032
2934,295.208933,295.1743693,295.2110026,622.6768921,618.8454096,623.7208934,6,5,0,1,0,0,NA,7441.554545,1502.383667,NA,NA,5393.893667,NA,NA,20703.93133,42314.01295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2935,355.2288056,355.1935199,355.2308779,622.8105644,613.2915179,623.9696986,15,3,6,1,2,0,NA,NA,NA,NA,1766.7936,NA,1573.57125,NA,3353.192,NA,1863.576,NA,2298.25125,NA,3433.543714,2212.2672,2589.22125,4026.4224,NA,NA,NA,NA,NA,NA,NA,NA,2354.94,NA,NA,2808.0624,NA,NA,NA,NA,NA
2936,159.9678271,159.9672119,159.9682192,1494.036653,1488.514871,1498.973471,27,6,4,2,5,4,25887.83754,NA,NA,57896.02711,35675.60667,33341.97956,46898.31467,NA,NA,21297.81929,26063.50833,28476.05314,NA,87154.0957,NA,NA,38659.92011,NA,NA,NA,NA,37779.15644,NA,56806.71,36309.09233,59262.30387,51559.70929,NA,NA,NA,NA,63687.53097,61765.69238,41582.01453,59741.54415
2937,261.2205153,261.2202337,261.2213696,956.5027682,950.3310743,956.9997443,7,1,0,2,0,2,NA,NA,NA,NA,NA,114777.0624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68730.72,NA,NA,75819.82936
2938,311.1125947,311.0914,311.113708,956.3875971,956.2742786,960.8366148,6,0,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7410.352308,NA,NA,22576.24417,9149.70287,NA,NA,7827.855294,8608.013333,NA,NA,NA,837.2685714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2939,536.3533605,536.3206623,536.3552136,956.668289,955.7728732,963.8641612,4,1,0,2,1,0,NA,3043.694667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037.1504,NA,NA,NA,NA,NA,NA,NA
2940,186.9559148,186.9556507,186.9562961,1472.02453,1464.658151,1477.014151,8,2,1,2,0,0,NA,47960.8272,NA,NA,NA,NA,43507.24787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69067.00852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2941,339.2271345,339.1905189,339.2281882,502.2179438,501.1587756,506.2126487,28,10,5,2,7,0,16557.72644,15335.67663,8994.5856,26422.94091,13934.23357,29004.3999,22781.25704,21905.27647,2094.003,35502.42947,27737.424,14036.203,NA,NA,13929.8016,14989.28075,17247.8592,NA,NA,NA,24006.84,NA,16994.986,NA,35063.87368,27599.82513,NA,3041.396364,28368.12476,2582.613,NA,NA,NA,NA,NA
2942,391.2670301,391.2638823,391.2676632,854.2157466,853.7683996,854.4446554,13,6,4,3,0,0,18010.92933,13323.55086,NA,7773.558286,17491.3335,29714.17415,NA,10589.2625,NA,NA,3682.864667,NA,5650.190286,20795.21367,NA,NA,NA,NA,NA,9127.967143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2943,635.5335113,635.5170245,635.5567867,854.0805199,845.0881728,857.17679,13,6,1,1,1,0,4185.5905,430.3728,5923.8085,NA,NA,NA,8131.432857,11795.86133,1687.1712,NA,1490.8608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2145.6864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2944,261.1511303,261.1497076,261.1515741,402.5957661,401.8448542,403.1042667,8,2,1,2,3,0,NA,NA,748.176,NA,NA,NA,NA,NA,1057.566286,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283.755,NA,NA,NA,NA,NA,2056.005,NA,NA,1675.610889,2301.377273,NA,NA,NA,NA,NA,NA
2945,414.2342983,414.2335911,414.235973,768.1275516,767.5913379,768.3373703,5,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3471.474,3350.8065,NA,NA,NA,NA,NA,2132.976,6386.2656,6901.0656,NA,NA,NA,NA,NA
2946,177.1119793,177.1110516,177.1121644,1251.923096,1248.88952,1255.541159,5,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39013.6032,49676.88308,NA,23306.0256,NA
2947,198.1272961,198.1266419,198.1278191,1250.811341,1244.820889,1255.03458,22,3,1,2,5,4,NA,NA,29122.83409,22215.89962,25189.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16943.24369,57100.88825,NA,19151.2464,23378.61887,NA,29912.08209,NA,53889.97773,NA,NA,19497.85462,NA,22153.04776,36955.63408,39706.8672
2948,256.2630193,256.2628374,256.263663,1251.435729,1250.558459,1251.44239,3,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15409.12772,NA,NA
2949,282.2784919,282.2776166,282.2793965,1251.416228,1248.015028,1255.587454,25,5,8,3,2,1,109044.5969,75692.43623,49387.99474,98456.5296,NA,NA,NA,58897.8,NA,NA,89810.31968,88521.96123,NA,13105.344,133168.5147,67548.624,NA,73335.20164,44376.58771,31997.38514,NA,NA,92684.592,NA,NA,NA,43963.6915,NA,NA,NA,77504.97169,NA,NA,NA,NA
2950,183.0469371,183.0465701,183.0474633,110.6207156,110.1912167,110.9883957,16,8,3,1,4,0,49985.72857,50462.31054,44086.94163,13043.6592,29305.19115,NA,27005.11631,46588.35577,22644.88583,NA,NA,NA,NA,NA,20562.98408,35298.01523,NA,NA,25945.33846,NA,39900.08237,NA,NA,NA,6714.018609,NA,NA,NA,56121.02714,2367.052,NA,NA,NA,NA,NA
2951,171.1013652,171.1007394,171.1200362,362.3387713,361.5620192,369.384157,39,7,9,4,7,5,9315.466667,10644.16418,1289.56,10618.87354,NA,18296.49022,NA,7841.722182,10874.6352,NA,14420.68765,12744.3888,NA,14581.11571,18102.45425,13065.72767,18197.02211,14099.3424,10626.15111,12916.476,21386.40455,19840.18733,NA,15676.11863,17622.6336,29590.704,17642.99511,NA,NA,15757.48168,13349.1072,11642.29275,38731.39617,21151.66818,16534.80548
2952,159.9677861,159.9671833,159.9684083,1515.714588,1500.355113,1533.95891,87,6,6,2,6,5,25279.105,NA,NA,41968.20142,33551.232,41112.053,32897.0928,78952.91839,NA,NA,39765.74442,30034.11835,NA,35694.8592,NA,33363.42933,80677.98292,NA,25272.41471,NA,47990.02852,22749.237,NA,44981.52938,27030.552,28165.39812,NA,36398.97615,NA,NA,40867.5696,36995.5872,35082.11622,37075.896,51539.80286
2953,366.265232,366.2638982,366.2819307,979.1251388,974.8973477,989.1376156,13,5,2,3,1,0,NA,NA,7003.715143,11995.38706,9365.161556,NA,NA,71766.83149,NA,4728.6096,NA,NA,6792.641,NA,NA,NA,NA,7616.7175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9296.6016,NA,NA,NA,NA,NA
2954,429.2785084,429.2719864,429.2975914,978.8591335,975.6832908,990.2360393,23,8,1,4,8,0,31076.01231,NA,13256.4432,NA,25496.88686,13237.39467,1608.2352,18090.648,18059.184,6455.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,6516.9445,18440.64356,16752.08446,67906.2473,NA,8262.714,17895.49382,32399.29059,12542.74167,NA,7184.283429,NA,NA,NA,NA,NA
2955,497.3644691,497.3638132,497.3653253,978.8164976,978.78268,980.7768711,4,1,1,2,0,0,NA,10933.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12731.87714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2956,260.1487533,260.1483464,260.1498839,363.3872945,361.7375246,363.8173163,15,2,2,2,4,4,15232.482,NA,NA,NA,11794.668,NA,NA,NA,NA,NA,6524.727231,NA,19213.30957,NA,NA,NA,NA,NA,NA,NA,NA,14993.0352,NA,10622.53257,NA,23011.71364,16650.16209,NA,NA,NA,16929.342,NA,40910.70455,24008.2128,20457.2833
2957,145.9296493,145.92936,145.9300801,1456.75814,1452.488059,1462.138249,14,1,5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,34554.863,NA,NA,65621.85455,NA,128566.152,31206.204,NA,103670.2841,NA,NA,45461.06962,NA,NA,NA,33848.00908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2958,186.9558766,186.9557865,186.9561588,1457.806759,1454.333878,1463.338639,6,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2959,235.870431,235.8696111,235.897423,1457.199745,1449.067238,1464.464058,13,2,3,0,2,3,NA,NA,NA,NA,20572.18264,NA,NA,NA,6551.051667,NA,NA,NA,51762.62166,25624.43759,NA,NA,NA,NA,18907.5744,NA,NA,27361.653,NA,13674.4608,NA,NA,NA,NA,NA,NA,50207.4144,28993.43221,560.0091429,NA,NA
2960,308.2943098,308.2932307,308.295312,1256.489269,1256.031141,1265.415938,18,4,1,2,3,2,75447.17207,NA,NA,68981.95286,NA,71126.1408,61893.20386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63584.81207,NA,NA,74949.51364,NA,NA,70789.31929,NA,NA,63141.14559,NA,NA,60414.52843,NA,64144.68255,NA,NA
2961,328.3192477,328.3179547,328.3208305,1257.108705,1255.108554,1257.514936,21,4,6,3,5,2,2080.4784,NA,NA,NA,NA,NA,2784.974462,2592.700667,2272.978286,NA,3599.4816,NA,7251.527077,6213.65,8064.849455,6872.2368,NA,NA,3728.3815,NA,NA,5774.808667,4494.950154,3448.4736,NA,NA,7109.340714,NA,2614.6125,NA,NA,2318.809333,2466.2352,NA,NA
2962,266.1718334,266.1663986,266.2110247,747.2981472,740.1136016,752.4603479,11,3,2,2,2,1,3307.7616,NA,NA,3406.272333,5570.5716,NA,NA,NA,NA,NA,NA,NA,NA,4289.9385,NA,NA,NA,NA,3870.651429,NA,NA,6283.3056,NA,NA,6475.455,NA,NA,NA,NA,NA,26869.56,NA,NA,NA,NA
2963,354.2725264,354.2401331,354.2754571,768.8209863,765.5675845,776.8782397,7,1,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,811.5274286,NA,NA,NA,NA,1216.182667,NA,NA,NA,NA,NA,2437.7615,NA,1162.7616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2964,144.9817035,144.981266,144.9820112,1310.860095,1302.317845,1317.356657,20,3,4,2,0,2,26058.59192,29916.868,NA,NA,NA,45560.6522,NA,NA,NA,NA,NA,NA,16928.06663,NA,18484.17106,15747.63529,20038.7616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39238.363,NA,NA,NA,26089.90186
2965,148.1112801,148.0879403,148.1116757,1311.495771,1308.648237,1316.537045,18,1,2,2,5,1,NA,NA,NA,NA,NA,NA,NA,53826.39326,NA,NA,NA,56925.88337,NA,NA,NA,NA,27037.56375,NA,NA,NA,NA,86226.35947,NA,NA,94944.2208,53585.475,NA,NA,54966.37767,26179.9824,NA,NA,49079.69667,NA,NA
2966,145.9296164,145.9292353,145.9299688,1527.943704,1524.529477,1531.076222,20,5,6,3,2,1,NA,53596.61482,NA,47379.649,NA,68153.874,39999.2736,NA,NA,58535.17435,89090.1877,79882.81431,NA,28917.3456,NA,53666.7539,55928.19764,57535.80455,NA,NA,NA,NA,NA,NA,NA,NA,NA,60135.59133,NA,44181.95875,NA,NA,NA,NA,77481.5184
2967,158.0019452,158.0015457,158.0024233,1527.567854,1516.519182,1540.469309,25,2,3,1,5,0,NA,NA,24747.14165,NA,NA,NA,75807.05219,NA,NA,NA,NA,NA,NA,22044.18343,NA,NA,40561.512,NA,49104.04907,NA,NA,NA,NA,34600.46381,NA,NA,44433.10808,67764.84,54291.21255,62788.21225,NA,NA,NA,NA,NA
2968,152.1179357,152.1175733,152.1182365,1275.985664,1270.595314,1280.112196,16,3,5,1,2,1,NA,47242.47956,49697.4192,NA,NA,NA,NA,NA,35211.35815,NA,47539.02356,NA,NA,NA,NA,37917.972,NA,48492.90168,79358.6775,64903.18222,NA,NA,NA,53012.63286,NA,NA,NA,NA,NA,70314.816,NA,46530.65467,NA,NA,NA
2969,282.2785555,282.2778425,282.2793284,1276.849283,1267.730189,1285.741985,38,6,8,3,2,1,42340.50979,49986.71217,41397.75548,40879.9248,NA,NA,89893.0032,47593.6032,NA,NA,67058.64658,68075.01082,NA,50109.94188,64539.74552,71268.85333,NA,68904.83903,35584.3488,40787.71938,NA,NA,36835.98178,NA,NA,NA,39649.83579,NA,NA,NA,65653.14357,NA,NA,NA,NA
2970,265.1426912,265.1366372,265.1614217,605.3307875,604.9325258,605.9447762,4,1,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2267.8656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2925.365333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2971,425.2006692,425.1715912,425.2019684,605.3310218,596.3825074,614.0325598,11,5,2,2,2,0,13787.0304,NA,NA,NA,3135.32,NA,6144.327273,15155.8605,1414.6704,NA,NA,27499.9296,NA,NA,NA,NA,NA,NA,NA,8285.5344,NA,NA,NA,NA,NA,NA,1111.4435,NA,NA,7801.260714,NA,NA,NA,NA,NA
2972,595.1937164,595.1918816,595.2324276,605.0456695,597.6198992,606.6453154,8,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,510.1225714,767.3952,NA,NA,NA,NA,NA,NA,1555.609,NA,NA,2904.197143,NA,NA,NA,NA,970.1254286,NA,NA,NA,NA,3189.0144,NA,NA,NA,NA,NA
2973,371.059023,371.0584617,371.0597649,389.0302289,388.299808,389.895942,5,1,0,3,1,0,NA,3879.5328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5289.938,NA,NA,NA,NA,NA,NA
2974,130.0075519,130.0072102,130.007754,1486.623151,1475.849779,1492.916002,33,3,3,3,2,3,47999.25274,39522.2256,NA,42249.30733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105465.1789,75694.76903,80213.94168,NA,NA,NA,NA,61327.64034,45268.19657,NA,NA,NA,NA,NA,NA,NA,9116.254,NA,67315.248,16062.8784,NA
2975,148.0181021,148.0176693,148.0185486,1485.774864,1476.670151,1494.285414,47,7,6,3,2,2,18425.31415,15372.23689,37020.984,NA,NA,63389.73556,29222.2455,73581.24667,NA,39248.40659,NA,41505.38914,24878.23071,NA,92187.01449,42606.9072,43167.64716,NA,56551.91485,NA,NA,NA,34867.58737,NA,NA,NA,NA,NA,71218.1184,NA,NA,NA,9263.1615,NA,62837.82515
2976,186.9558911,186.9556446,186.9561734,1485.989639,1479.125639,1492.77491,13,2,1,2,0,0,NA,72088.53229,NA,NA,NA,NA,63818.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50556.57907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2977,188.0702695,188.0698194,188.0707259,511.8544694,511.2315358,512.2253604,17,5,8,3,1,0,33409.05627,NA,NA,NA,18104.35526,NA,NA,16021.61333,8916.9485,16405.6464,24732.24522,32306.94248,15064.88284,NA,NA,22640.99711,19237.92333,20610.47853,23275.1781,15344.77911,NA,NA,16574.99545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2978,186.9558841,186.9557199,186.9562483,1521.926903,1518.167878,1526.434151,8,2,1,3,0,0,NA,61440.862,NA,NA,NA,NA,27076.11467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51996.61333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2979,194.9403685,194.9395944,194.982051,1521.946818,1507.733871,1548.527504,70,7,7,2,6,2,51798.42495,40083.015,NA,NA,20221.96421,34772.37032,4009.446667,NA,19414.70822,13274.373,28012.57943,21495.88776,25321.9824,20170.54024,29368.33854,48617.67643,NA,NA,NA,16540.1808,21570.70024,23583.48533,30968.24469,20866.66733,30981.3504,NA,23097.36,NA,NA,NA,NA,24226.34278,NA,NA,20569.99422
2980,204.9664075,204.9657406,204.966906,1522.64603,1516.922451,1527.575414,30,7,5,3,5,2,38020.01371,36868.6032,93962.67585,34994.25133,NA,NA,54758.12109,NA,40516.59746,17403.43636,NA,71709.5808,37456.848,NA,NA,NA,47298.76385,NA,25386.0835,29625.24621,NA,35612.89705,NA,NA,54523.90683,NA,NA,37108.93636,44272.948,23681.4864,NA,86178.66136,35083.48911,NA,NA
2981,373.2447176,373.2408795,373.2459702,325.0852915,324.2128242,326.3328088,6,2,1,2,0,0,NA,NA,NA,NA,NA,1162.460444,NA,NA,NA,808.5792,1790.578286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2982,186.9558209,186.955489,186.9563929,1671.258471,1666.634515,1676.248222,19,4,3,2,6,0,NA,35705.85677,NA,49160.718,NA,NA,13014.25267,NA,25404.28083,NA,NA,21262.74,NA,NA,NA,17917.56882,NA,NA,NA,27852.22326,20390.14213,NA,28716.95954,34868.53637,29170.52697,NA,NA,27986.75185,NA,17477.47833,NA,NA,NA,NA,NA
2983,235.1530949,235.1143324,235.1547565,440.6976587,437.5462708,441.3789474,14,4,3,2,4,0,NA,1910.374889,NA,NA,717.9744,NA,NA,6703.167231,4048.3872,NA,NA,3203.636222,1325.904,NA,NA,NA,770.1408,NA,NA,NA,1070.0976,NA,NA,NA,NA,2536.9344,2775.1152,NA,NA,3296.916429,NA,NA,NA,NA,NA
2984,275.1485301,275.1414115,275.1589497,441.0691022,435.6300724,457.7192924,16,4,5,2,3,0,45585.387,657.5712,NA,NA,4754.833778,NA,NA,NA,1934.9616,NA,NA,NA,19922.06294,1716,NA,NA,NA,31099.92095,38990.94545,1037.8368,NA,NA,28778.88905,NA,890.2608,NA,35141.332,NA,NA,NA,NA,NA,NA,NA,NA
2985,145.9297031,145.9292583,145.9301062,1541.165393,1531.582151,1548.794639,51,7,7,3,5,1,NA,92460.65903,NA,61089.2175,69034.91112,51158.025,46055.3808,NA,40451.45263,45670.33832,63136.7519,67109.98296,NA,37695.7152,NA,79975.28778,47070.5718,30855.429,NA,52670.17273,NA,NA,NA,42107.87511,38968.80958,40943.69835,NA,37517.9115,NA,49435.9008,NA,NA,NA,NA,40259.28022
2986,148.0180951,148.017561,148.0184954,1542.676414,1537.871414,1545.572588,22,5,7,2,3,1,40900.81764,NA,NA,NA,NA,30985.4688,33128.65448,51898.01364,NA,4516.624,28922.04517,NA,23495.62044,NA,49897.95531,NA,33628.7952,35445.74713,29957.2416,46562.87966,NA,NA,NA,21307.8255,NA,32506.18182,NA,NA,36518.7395,NA,NA,NA,NA,NA,85901.37968
2987,148.9763574,148.9758557,148.9765016,1540.370779,1538.418028,1540.660477,7,4,0,0,0,3,57051.9767,NA,101669.4957,NA,NA,32136.52643,NA,NA,NA,47042.67727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85061.76737,81653.75779,95957.59486
2988,159.9678543,159.9672083,159.9683732,1541.788289,1534.986028,1550.06261,25,4,2,0,4,3,31519.488,NA,NA,NA,40487.43117,NA,29917.97295,36716.96021,NA,NA,NA,NA,NA,43498.29214,NA,20296.848,NA,NA,NA,NA,NA,53353.872,NA,NA,32330.41435,43739.33135,NA,10599.68286,NA,NA,24291.696,NA,17466.1344,NA,6186.18
2989,204.9665097,204.9656328,204.9996328,1540.557639,1528.002238,1554.18161,75,8,6,3,7,3,67813.21487,58988.5296,80355.4752,46436.37723,34606.6775,NA,33285.3579,NA,39390.72279,38569.32431,NA,41277.66625,30285.24244,NA,NA,30677.88867,71061.83143,NA,38573.6208,38410.944,NA,369.2217143,NA,32079.60822,37183.48574,NA,4782.792,35649.72727,36043.05275,29558.99571,28081.9968,29395.38212,38337.4992,NA,NA
2990,212.9509069,212.9505111,212.9512733,1540.387249,1528.807878,1554.801249,29,1,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27288.44752,NA,NA,40115.2752,NA,21929.33357,NA,NA,NA,NA,52394.51895,NA,49576.30448,40688.55041,NA,NA,NA,NA,42757.9152,NA,23714.87567,NA,4613.892,NA,NA,NA
2991,352.3387448,352.3375475,352.3395808,1541.982019,1535.542059,1548.167414,19,4,4,1,5,1,68057.9328,NA,NA,NA,NA,46801.85212,NA,26048.99253,NA,34419.528,NA,54252.3696,31442.6112,NA,NA,NA,59719.79144,NA,6808.0205,NA,NA,48218.11575,23842.49647,34253.5645,30713.48848,NA,NA,NA,NA,24676.99133,NA,NA,NA,46681.18219,NA
2992,412.1179224,412.1158045,412.1183593,971.8710983,970.9765335,972.2520404,3,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,904.4775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2993,653.3311299,653.2942442,653.3376715,729.5109378,718.6540042,732.9751311,29,6,4,3,9,0,NA,16374.398,9908.8704,4335.3024,NA,NA,10710.31412,29588.17947,NA,12523.20286,NA,5000.632143,1452.967667,13070.14326,NA,NA,NA,7727.081818,NA,NA,9538.395455,NA,28906.862,1269.5625,6182.805111,14813.47371,8664.4272,6362.216727,4133.046667,12756.19133,NA,NA,NA,NA,NA
2994,285.1734953,285.171116,285.1764626,1193.925102,1193.373825,1194.428553,8,3,0,1,1,3,NA,NA,NA,NA,NA,6666.355667,NA,NA,6954.6048,9809.509091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3278.2464,NA,NA,NA,NA,NA,3898.373333,7052.386364,NA,NA,5975.9825
2995,200.9722004,200.971691,200.9724998,1378.596059,1373.572272,1385.023924,9,1,4,2,0,0,NA,NA,NA,NA,NA,17746.61818,NA,NA,NA,NA,NA,21128.7648,41486.11273,16352.47956,19021.37556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2996,153.9553256,153.9548492,153.9557956,1686.624266,1679.680222,1693.408222,30,3,5,2,4,2,NA,48260.901,NA,58183.04545,NA,64852.08092,NA,NA,NA,NA,91665.624,NA,NA,NA,NA,33360.4675,NA,43735.78212,55128.18175,65742.7056,57558.072,NA,NA,NA,NA,108137.9233,60415.5552,NA,NA,55292.2656,NA,NA,91745.40497,NA,40898.10071
2997,329.3228219,329.3222622,329.3231545,1687.83333,1683.671639,1691.564639,10,2,3,2,1,1,NA,NA,15110.70156,NA,NA,19399.7232,NA,NA,NA,NA,30138.91364,NA,NA,NA,16029.4992,NA,31498.37693,NA,NA,NA,NA,16470.39733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17263.85371,NA,NA
2998,352.3388332,352.3379328,352.3394968,1685.446414,1680.191113,1690.319222,29,8,6,2,5,3,28154.93232,NA,34151.1456,45511.15924,42111.22116,NA,48537.22926,34236.84044,20519.867,27152.70955,31563.2281,53138.59937,26349.023,NA,NA,NA,NA,47648.5152,43216.41722,37845.34475,27439.68158,34899.3216,23576.90988,35936.97985,35199.17585,NA,NA,NA,NA,NA,NA,44882.00455,27694.78505,79317.12929,NA
2999,280.1496317,280.1496097,280.1496537,767.880868,767.756943,768.0047931,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3000,148.0180263,148.0176484,148.0185478,1502.222477,1494.964019,1508.126249,37,7,5,3,3,2,50083.8624,72666.814,53148.28067,NA,NA,32472.2112,27027.12033,34129.3105,NA,42620.6352,NA,36631.42133,35619.52727,NA,48837.51818,NA,60857.5968,NA,17918.67375,NA,NA,34777.9307,68952.312,NA,NA,NA,NA,NA,40516.00263,NA,NA,NA,35704.87747,NA,58433.58333
3001,194.9404758,194.9397237,194.9820345,1501.01191,1496.533015,1507.266916,29,4,5,1,6,4,NA,51075.72195,NA,NA,30539.8341,NA,39969.00703,NA,30284.13621,NA,31052.4347,21202.20956,46457.54556,NA,NA,20388.17647,NA,NA,NA,31211.90714,48115.40547,23928.76689,NA,51467.39632,53403.86707,17346.42692,23632.79042,NA,NA,NA,NA,37089.624,23594.14062,36524.07288,25100.9616
