PC,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Forbs,Grasses,Mix,CTL,Tap,Forbs_1,Forbs_2,Forbs_3,Forbs_4,Forbs_5,Forbs_6,Forbs_7,Forbs_8,Forbs_9,Forbs_10,Grasses_1,Grasses_2,Grasses_3,Grasses_4,Grasses_5,Grasses_6,Grasses_7,Grasses_8,Grasses_9,Grasses_10,CTL_1,CTL_2,CTL_3,CTL_4,CTL_5,CTL_6,CTL_7,CTL_8,CTL_9,CTL_10,Tap_1,Tap_2,Tap_3,Tap_4,Tap_5
274,403.1277159,403.1268755,403.1311109,515.6628643,514.9709671,520.7541523,22,9,0,4,8,0,12537.22133,29890.01375,17931.14467,NA,6879.950609,10232.1648,7993.592571,23111.39035,14375.2,9346.173846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5846.934526,5183.342,25787.46052,NA,27963.2496,15076.35762,NA,9886.381818,8252.840316,13559.20133,NA,NA,NA,NA,NA
275,204.1238897,204.1230715,204.1266425,271.0356158,263.9469047,277.0321212,15,5,4,1,2,2,NA,1202.680615,NA,538.8723077,NA,NA,335.6496,28346.32435,1371.627,NA,3476.616,1212.485143,NA,NA,NA,2535.725778,785.9788889,NA,NA,NA,1771.757231,NA,1027.5408,NA,NA,NA,NA,NA,NA,NA,1601.3712,NA,2869.926421,NA,NA
276,293.1238942,293.1231508,293.1246155,498.6878068,498.1140939,499.2714848,13,5,3,3,2,0,NA,25204.64545,12415.25867,NA,NA,6799.289714,2860.2288,8473.471333,NA,NA,2276.0195,NA,NA,4343.418667,NA,NA,NA,NA,NA,7254.863636,NA,NA,NA,NA,15967.38422,4041.5232,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,431.1555935,431.154654,431.1565874,452.8227266,452.3520991,452.9499709,7,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10548.30248,NA,NA,24571.81818,27687.98908,7514.251263,31706.56818,10412.99513,13679.59775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,172.0976816,172.0971663,172.0981467,992.3628756,991.8680744,993.0301179,29,6,8,3,8,4,8120.573048,6842.5216,NA,NA,11393.52842,8758.344667,NA,7603.9392,NA,6837.9168,11174,7851.443625,10376.97012,NA,14595.20457,8496.4655,NA,11355.02306,8536.857882,8767.143905,9093.972,12774.2359,NA,10962.76058,11397.75455,15526.68689,8953.676211,9313.678222,9370.0464,NA,13363.83714,10438.391,25127.7312,14358.35844,NA
279,309.1551482,309.153954,309.1557485,481.0588082,479.6162518,482.236512,12,5,2,3,2,0,8879.780667,25570.43182,NA,NA,NA,6186.9945,1840.85775,12567.52625,NA,NA,892.125,NA,NA,NA,NA,4836.591,NA,NA,NA,NA,NA,NA,7785.8352,NA,4594.0752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,243.8989438,243.8985497,243.8993688,59.80965524,57.52046685,60.9958636,8,1,0,1,5,0,NA,NA,NA,1342.933714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5855.01,NA,NA,15024.384,8670.289,22808.22933,1865.536364,NA,NA,NA,NA,NA,NA,NA
281,286.07278,286.0715539,286.0877596,487.9997517,486.8878569,492.6626048,32,9,8,4,6,2,17697.4787,23779.53524,13014.46924,NA,10272.786,5422.343429,4694.485,16860.7296,11920.7088,8425.9395,6626.5056,NA,13659.83086,5073.637231,2674.2144,14973.1296,NA,4808.663077,15912.99116,8767.268444,NA,NA,3648.9024,1565.093333,3654.886364,NA,4689.874615,2239.511273,NA,2862.822727,NA,NA,8425.668706,6342.540261,NA
282,475.1459617,475.1449415,475.1463067,469.8408043,469.5421327,470.3399876,8,0,6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14800.092,NA,26179.28182,NA,9951.158857,7794.072,NA,11879.5248,27268.59913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,382.093947,382.0939465,382.0939476,704.3124071,703.6649162,704.959898,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,485.2601252,485.2591237,485.2612558,643.5333123,643.3132165,643.8307982,15,5,3,2,5,0,3075.072,24988.392,9756.905238,6970.605789,NA,5400.224941,NA,NA,NA,NA,NA,NA,14285.45294,6504.775875,NA,NA,3971.767556,NA,NA,NA,NA,3298.394769,NA,NA,8392.854545,3988.15,NA,4890.75,NA,7003.345333,NA,NA,NA,NA,NA
285,386.2180421,386.2173115,386.2190765,825.5852899,825.3762714,825.7789598,9,0,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14443.59146,NA,NA,NA,NA,NA,NA,NA,NA,10139.5008,11367.06,16480.69305,10787.225,NA,NA,NA,NA,NA,28523.39908,13689.94115,NA
286,427.1855719,427.1848161,427.1859725,1426.252098,1424.219891,1428.364943,7,5,2,0,0,0,42375.0691,20022.41057,18153.29,NA,NA,NA,NA,34374.11452,20891.9568,NA,NA,NA,NA,13340.57138,NA,26504.30644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,753.3593089,753.3571073,753.3600455,803.1688722,802.9288649,803.4957639,10,2,2,0,6,0,NA,10499.52733,NA,NA,NA,NA,NA,NA,NA,14173.55824,NA,NA,NA,NA,NA,NA,3136.3888,6909.514316,NA,NA,11610.52133,NA,NA,11632.098,NA,9964.088,20609.42482,NA,13407.07914,23911.26922,NA,NA,NA,NA,NA
288,244.1552292,244.1547993,244.1558351,673.5043578,673.1546785,673.8047414,18,7,3,3,4,1,9043.814333,NA,5386.453739,8703.996857,NA,7204.254476,9044.44181,5627.7936,NA,5872.268,NA,7657.4784,NA,NA,NA,6839.306471,8835.169,NA,NA,NA,NA,NA,7134.168462,NA,10946.57548,13181.03167,NA,10228.7328,NA,NA,NA,NA,27595.3392,NA,NA
289,374.1242557,374.1198751,374.126169,591.461547,585.0312387,592.0046104,20,5,6,0,5,0,NA,21688.15958,14839.08791,NA,NA,8078.374118,NA,21224.8608,13421.93467,NA,10803.11061,9548.955667,11607.08911,7370.789263,NA,15827.94476,NA,NA,NA,9706.799429,NA,NA,4060.056,NA,24114.5231,NA,10088.01553,5074.748667,NA,9437.968957,NA,NA,NA,NA,NA
290,128.03525,128.0349518,128.0357346,83.29341616,81.09093978,84.91885742,13,2,3,1,3,4,NA,NA,NA,NA,NA,NA,2678.630095,NA,NA,3970.1376,NA,NA,NA,NA,6464.247333,NA,2153.089176,NA,2072.040333,NA,NA,NA,NA,NA,NA,792.9075,NA,1342.196364,1359.626333,NA,11406.12873,NA,19917.58636,12906.38182,11579.46047
291,417.1792302,417.1615142,417.1836447,781.0181395,777.7476483,785.2065058,15,4,4,1,5,0,10548.08436,NA,NA,4224.1056,3006.87,NA,NA,NA,5406.486364,NA,NA,NA,NA,11427.67588,12358.24118,26909.75733,NA,13701.65063,NA,NA,NA,1634.5565,980.8656,5724.7235,3552.35,1741.914,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,182.0278363,182.0273724,182.0285579,323.1999931,322.0572399,327.8308288,15,3,4,2,6,0,NA,NA,NA,NA,NA,NA,NA,11542.85642,9626.76,11638.40009,NA,NA,NA,NA,4147.800095,7171.681333,5432.856,7622.171826,NA,NA,7046.386857,NA,NA,NA,6534.728421,NA,25633.17733,6390.206667,9279.184095,11121.83636,NA,NA,NA,NA,NA
293,665.2456502,665.2447722,665.2461908,857.7550687,857.3996606,858.0811782,9,2,7,0,0,0,20170.19965,NA,NA,NA,NA,NA,2707.749375,NA,NA,NA,10241.06467,17054.01067,NA,18856.7808,20124.20852,18083.76263,NA,13415.75767,NA,9791.443556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,394.1843195,394.183177,394.1855013,509.5795466,509.0663033,510.3495307,15,8,5,1,1,0,20138.41714,8930.982353,6919.36,1699.086222,10631.77273,NA,2170.968182,NA,13046.4048,7910.0736,8629.979556,6413.543619,444.0268571,NA,NA,5472.135667,NA,NA,22441.72733,NA,NA,NA,NA,NA,NA,NA,NA,1530.895,NA,NA,NA,NA,NA,NA,NA
295,216.1240753,216.1232978,216.1246966,969.4446458,969.0317895,970.0636508,29,7,7,3,8,4,5463.744,4747.288,NA,NA,8859.877,8132.241524,8027.842,5764.98,6462.699294,NA,9184.964211,7036.502211,NA,11072.3184,11452.48518,8366.099789,11086.76422,NA,NA,7075.452353,10180.65756,10360.20167,6252.772727,8756.84819,8576.925,NA,9503.136889,NA,9455.614333,8378.934261,10354.03588,NA,22395.23771,12227.77063,11697.45882
296,394.2268684,394.2260672,394.2274971,973.243829,972.6465812,973.5069283,11,1,4,2,3,1,NA,NA,NA,1363.1904,NA,NA,NA,NA,NA,NA,NA,NA,12833.6208,11049.24908,27780.65533,NA,NA,NA,NA,27235.08409,NA,NA,NA,NA,NA,16732.76978,NA,19875.22681,NA,16278.06246,5198.7936,NA,NA,NA,NA
297,327.1117416,327.1110951,327.1129195,726.6477723,726.3361572,727.104613,13,5,0,2,6,0,NA,13340.36133,NA,8793.053684,NA,15099.07835,NA,11846.94095,NA,12118.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13099.2576,NA,25359.03067,12329.8032,14878.4064,10460.0496,NA,15522.11018,NA,NA,NA,NA,NA
298,447.1539888,447.1530563,447.1549822,579.1450111,578.8550058,579.6063879,25,8,4,3,10,0,11893.2528,21132.84495,10057.09756,NA,NA,8221.135529,9375.241429,17255.25242,13280.28492,12896.03647,NA,NA,11199.39545,NA,1774.344,7364.851714,NA,NA,4785.116,NA,10175.19785,12114.6655,12928.49467,9066.406,21188.99608,11747.40989,17846.4,10673.96429,10674.54233,17967.8928,NA,NA,NA,NA,NA
299,260.1501384,260.1491409,260.1503174,488.9207057,486.784318,489.3156196,8,0,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5164.4736,7141.731875,NA,NA,NA,NA,NA,NA,23861.82687,NA,9012.89087,NA,NA,NA,746.2749091,NA,22033.51495,8602.061412,NA
300,89.02461514,89.02408595,89.02501635,78.110751,74.95245727,79.97474526,7,2,1,2,1,1,NA,631.488,NA,NA,NA,NA,NA,NA,1393.77375,NA,NA,NA,NA,NA,NA,1931.5296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.094533,NA,NA,NA,1973.7195,NA
301,179.0348714,179.0346227,179.0352571,836.7341776,836.4106608,837.074367,11,5,2,0,4,0,NA,18577.80455,NA,16480.40073,NA,NA,15000.184,10996.8144,11948.252,NA,3282.732333,NA,NA,NA,NA,NA,NA,10811.13158,NA,NA,NA,NA,NA,NA,NA,13822.05078,19838.24444,NA,9974.7648,16218.35488,NA,NA,NA,NA,NA
302,309.1552247,309.1541002,309.1561002,536.0257076,534.7886503,536.300525,12,5,2,1,3,0,NA,23304.6528,6511.86,2383.546615,NA,NA,NA,10215.0048,NA,4111.536,NA,NA,13229.30648,NA,NA,NA,1195.592667,NA,NA,NA,1473.0144,NA,NA,684.2268571,NA,NA,3847.521111,NA,NA,NA,NA,NA,NA,NA,NA
303,260.1501957,260.149838,260.1508298,472.5159357,472.2141103,473.0554655,13,2,3,1,4,3,8019.730444,NA,NA,NA,NA,NA,NA,7277.878667,NA,NA,NA,NA,15763.01767,NA,NA,8086.05,6907.9296,NA,NA,NA,11172.36991,12942.7584,NA,NA,21943.5216,20144.4672,NA,NA,NA,NA,NA,8952.608444,21912.15909,NA,14164.58174
304,209.0972131,209.09656,209.0980225,921.5466754,921.1256408,922.2079503,25,7,8,4,6,0,7356.807,9489.082941,NA,19113.35911,NA,12720.01181,5575.6272,13576.35967,9645.588632,NA,4275.5856,11055.08682,1175.1168,9005.926375,4308.759273,6860.092,6265.651368,NA,17293.59489,NA,12981.30867,NA,12477.03295,NA,NA,15007.74248,16038.51368,6064.020571,NA,11744.9904,NA,NA,NA,NA,NA
305,134.9877638,134.9875854,134.9881767,1465.736563,1454.000832,1474.146233,32,3,5,1,2,1,NA,NA,NA,NA,25336.6555,10174.5072,NA,6451.233333,NA,NA,23074.55475,NA,NA,NA,45830.32237,NA,40957.03781,NA,37680.25514,42363.05,NA,NA,NA,NA,NA,46715.58286,NA,82457.9184,NA,NA,NA,NA,NA,NA,38172.39029
306,709.332022,709.3308243,709.3360228,838.4101812,838.258148,841.7027678,10,2,0,1,6,0,NA,7372.162105,NA,NA,NA,NA,NA,NA,NA,16753.65474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10162.152,NA,2511.217,18021.85,NA,15007.4496,NA,19948.08221,20328.35947,NA,NA,NA,NA,NA
307,178.9776247,178.9771291,178.9779331,1511.657832,1506.373474,1514.923586,15,3,7,0,2,1,NA,NA,63501.86432,NA,27877.807,NA,NA,NA,8558.536,NA,37762.03867,NA,37627.53867,53566.656,NA,32801.74778,41612.53162,66623.81229,42331.17248,NA,NA,16769.4384,NA,NA,NA,NA,NA,38767.872,NA,NA,NA,NA,NA,37225.87095,NA
308,475.1873459,475.1850203,475.2175438,716.5925491,711.136972,721.8650166,27,5,6,2,8,0,6414.408,11491.08767,9251.087,NA,NA,NA,NA,NA,11121.94629,17337.8325,NA,3784.609091,NA,1202.372571,NA,2557.899,NA,1041.854,8024.277273,2388.140222,NA,7144.234286,7395.250154,10866.02933,14771.27938,7229.468182,18193.032,NA,12328.7656,11103.66176,NA,NA,NA,NA,NA
309,232.1189654,232.1182017,232.1193046,288.4044162,284.4368006,292.6807687,13,1,0,2,7,3,NA,5513.521778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8059.7088,8216.74,5726.810842,NA,8211.104125,NA,5621.98,9066.6576,NA,1691.976,9001.451739,NA,22827.3887,13778.53091,NA
310,162.9827499,162.9821084,162.9830233,1482.486773,1475.276365,1487.603809,19,1,2,3,3,3,NA,NA,70994.50992,NA,NA,NA,NA,NA,NA,NA,28566.48886,10255.16743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31456.61758,83791.81144,NA,NA,27653.6832,NA,NA,NA,NA,NA,26182.46075,82487.04613,28231.04914
311,797.3850894,797.3835834,797.3868373,829.3560028,829.0812253,829.6171633,13,4,1,1,7,0,NA,10273.03733,NA,NA,NA,4840.926769,NA,NA,13139.2135,20087.09053,NA,NA,NA,NA,NA,NA,NA,NA,7307.211619,NA,11229.0805,10302.31818,NA,7974.172727,14323.14817,NA,18918.03181,NA,19672.34819,18233.93636,NA,NA,NA,NA,NA
312,178.9776378,178.9771635,178.9781062,1520.071586,1515.529208,1524.220474,17,3,7,0,3,2,NA,35696.41233,NA,NA,29242.22326,NA,NA,NA,34791.23059,NA,28237.026,NA,24646.23,71103.78553,NA,30749.106,28286.544,26162.53857,30264.73294,NA,NA,35198.44533,NA,NA,NA,59570.66578,NA,46681.70408,NA,NA,61042.83787,NA,NA,38012.00165,NA
313,369.1589107,369.1579738,369.1612984,920.2752842,918.2714516,920.5439828,16,5,2,1,7,0,3447.899429,18026.29636,9914.3616,NA,NA,NA,NA,17534.13575,NA,6016.859538,NA,3001.690286,NA,NA,NA,NA,4778.915714,NA,NA,NA,9311.484333,8272.944667,NA,6671.807647,NA,NA,15121.392,8105.946211,4149.637714,18701.41895,NA,NA,NA,NA,NA
314,439.2182459,439.2167604,439.2189269,596.9981421,596.5219144,597.7554913,18,5,2,3,8,0,2157.3552,10944.50243,4838.244706,NA,NA,NA,NA,7976.484444,NA,12028.0355,NA,NA,6468.145579,NA,2240.942353,NA,NA,NA,NA,NA,5695.53975,6721.434947,12423.1536,8535.645789,NA,NA,15378.792,20285.1792,8109.816,9595.872,NA,NA,NA,NA,NA
315,243.171481,243.1707279,243.1730848,296.9591022,293.6368189,299.4587794,11,3,3,3,1,0,NA,540.1968,NA,NA,NA,NA,872.9554286,NA,NA,2648.1312,NA,NA,NA,NA,22773.91267,NA,NA,NA,15204.71086,6993.899417,NA,1750.227273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,99.92570358,99.92528981,99.9259963,1236.794247,1226.256971,1247.258873,45,6,3,1,6,1,46275.95869,41427.42985,31701.384,NA,NA,NA,35676.76139,29418.63347,NA,37847.93408,18685.1808,NA,22758.9648,NA,NA,NA,NA,NA,66667.2864,NA,63931.56487,46397.45393,NA,18710.27273,NA,NA,27961.90633,18421.873,NA,21322.3296,NA,NA,30993.44067,NA,NA
317,282.0842599,282.0837883,282.0846582,118.727565,115.977706,121.2269734,13,2,7,2,2,0,NA,NA,15487.94523,NA,NA,NA,NA,NA,NA,14615.46833,14870.90044,19614.87391,NA,17375.14015,16852.89756,22275.58952,NA,NA,26312.78844,29718.39469,NA,NA,NA,NA,NA,NA,11900.02947,NA,10783.67474,NA,NA,NA,NA,NA,NA
318,621.2190565,621.2159001,621.2193277,854.5000803,854.1930757,856.1887993,10,3,6,1,0,0,17401.10612,NA,932.1312,2398.968,NA,NA,NA,NA,NA,NA,8659.826471,15169.44,NA,17405.7312,18393.85909,16416.18965,5841.9504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,99.92576888,99.92552379,99.92606657,1255.123855,1247.965911,1262.293413,29,6,3,1,5,0,32329.74516,NA,40703.29408,NA,NA,NA,23110.93262,44907.56219,15290.582,36762.41742,29510.68412,24894.13487,NA,NA,NA,NA,NA,NA,20836.3584,NA,43033.848,59769.6528,NA,NA,26647.823,NA,NA,30795.85419,NA,49896.4752,NA,NA,NA,NA,NA
320,131.0713664,131.0710816,131.0719623,765.2514958,764.1019111,766.7434796,13,8,4,1,0,0,9036.522824,6641.6064,17580.0768,3318.744,7017.958824,6737.909053,13158.288,NA,1459.831,NA,NA,1790.1312,NA,NA,12068.86316,1792.578286,NA,7057.368952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,162.982736,162.9822721,162.9830489,1493.755833,1489.849993,1498.929809,14,0,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10909.6416,26862.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23183.8464,NA,NA,NA,13138.94,NA,NA,NA,NA,NA,22811.8176,33143.68619,34068.44038
322,206.9722773,206.9720184,206.9726745,1559.559914,1551.550135,1565.434835,16,2,2,0,5,0,NA,NA,NA,NA,NA,37322.53342,NA,35217.1248,NA,NA,31281.95978,NA,NA,NA,NA,NA,NA,NA,NA,27105.2496,35720.37,49787.39513,4111.884,24163.1455,NA,NA,NA,NA,NA,33593.21822,NA,NA,NA,NA,NA
323,134.9877171,134.9874256,134.9883048,1501.482032,1489.719641,1510.302534,52,7,4,1,6,4,NA,NA,35595.90615,38504.80415,35850.672,55655.70537,44104.10089,47416.77841,40326.6864,NA,NA,NA,NA,NA,33598.07567,NA,34458.6528,NA,39311.5008,40366.48383,NA,32048.7024,24109.60825,NA,46283.52739,31363.72419,NA,31580.85979,62606.63103,NA,32562.816,21471.86912,NA,28340.72421,32426.3024
324,99.92575939,99.92538474,99.92592218,1217.888716,1206.126667,1224.714256,27,4,2,3,4,2,NA,26092.43978,9345.533333,NA,44324.8671,NA,NA,NA,NA,27040.664,NA,NA,59483.83248,NA,NA,NA,NA,NA,31577.91233,NA,31315.21684,34646.26364,NA,34524.66835,NA,NA,NA,31804.71818,NA,NA,NA,NA,51895.04558,47856.76579,NA
325,134.9878943,134.9874793,134.9882011,1533.646839,1530.370634,1541.364011,14,6,2,0,1,0,NA,NA,20035.3296,NA,21922.9296,26240.41145,37947.61463,NA,23312.68433,23362.45022,NA,NA,7569.45,NA,31188.88166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22834.75765,NA,NA,NA,NA,NA,NA,NA
326,99.92570362,99.92531168,99.92602207,1269.247052,1264.083986,1272.516987,17,4,1,1,6,0,46985.4528,NA,NA,NA,53858.86151,NA,NA,NA,41472.288,43311.4605,72242.68478,NA,NA,NA,NA,NA,NA,NA,NA,NA,44344.33052,12807.344,NA,25380.77475,28726.48167,NA,NA,23981.9425,NA,21485.0064,NA,NA,NA,NA,NA
327,468.8962672,468.8957219,468.896946,48.08359202,47.68754604,48.97375744,9,0,0,0,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11787.5472,9039.55875,14689.21684,14315.5317,6291.117857,11966.0112,NA,NA,15299.47378,16867.24248,NA,3677.844,NA,NA,NA
328,99.92575105,99.92540172,99.92609855,1290.472957,1284.169689,1296.818251,22,5,1,2,3,2,NA,NA,NA,61010.94484,23182.60178,6687.1965,NA,40193.43362,30499.25455,NA,NA,37688.23572,NA,NA,NA,NA,NA,NA,NA,NA,26064.40425,3921.176,NA,45495.01819,NA,NA,NA,NA,NA,NA,NA,NA,62455.536,NA,30777.91818
329,301.0322669,301.0318687,301.0345563,485.801623,485.1131936,488.7232648,11,3,4,2,2,0,9085.411,10268.44983,2766.777625,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.8776667,NA,4274.652353,13782.2256,NA,NA,19036.67322,NA,NA,NA,NA,NA,3898.0656,NA,3928.939158,NA,NA,NA,NA,NA,NA,NA,NA
330,235.9260321,235.9254176,235.9263575,1472.942646,1465.620659,1478.279911,24,3,5,2,4,1,NA,NA,NA,NA,NA,NA,31508.20909,NA,47016.41,27761.35,41642.66559,NA,4312.299,27594.69895,NA,NA,70870.48622,NA,35112.65871,NA,NA,30158.89267,NA,NA,NA,34634.3712,NA,47129.79741,NA,26383.966,NA,NA,30985.47581,NA,NA
331,209.0453411,209.0440461,209.0458404,560.8015958,560.5710006,561.0212808,9,1,0,0,3,5,3908.763529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10446.02294,8448.758222,NA,NA,2414.353143,NA,5932.240909,5227.605692,15714.92358,1975.636308,11453.9568
332,134.9877599,134.9873559,134.9880429,1518.81647,1512.704534,1529.844365,39,8,3,1,4,4,NA,NA,31772.1585,32653.52725,22787.05684,41603.9811,4286.814,30550.6445,8609.5152,27819.12421,NA,NA,15836.8685,NA,22408.05082,NA,42954.97543,NA,NA,NA,NA,NA,22272.83929,NA,NA,22683.27835,NA,6788.7985,47633.54441,NA,19947.39579,19874.69647,NA,49443.95286,45527.08788
333,99.92569064,99.92542292,99.92598954,1302.681351,1298.093242,1308.822817,17,4,1,2,3,2,NA,NA,51756.29716,NA,NA,32860.13867,45660.0144,38550.93825,NA,NA,NA,NA,NA,NA,NA,NA,NA,26917.4179,NA,NA,27408.70737,NA,37310.40696,39442.88593,NA,NA,NA,NA,NA,NA,NA,NA,39108.3264,NA,4107.082
334,162.9827414,162.9822026,162.9829681,1504.058659,1499.303773,1509.592664,9,0,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24649.31276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37845.08948,24820.98526,37468.5168,NA,NA,NA,NA,NA,NA,33579.33023,NA
335,145.9305276,145.930152,145.9309669,1469.081341,1448.704368,1478.181993,38,3,6,0,6,1,NA,22129.596,NA,NA,19172.07771,NA,30687.62992,NA,NA,NA,NA,NA,4805.293333,50443.50541,29426.46818,4668.646667,36047.02034,NA,21028.47087,NA,39805.0224,18590.4576,26571.17943,NA,25964.41867,29274.862,29362.24783,NA,NA,NA,NA,NA,NA,NA,41230.54625
336,206.9723237,206.97189,206.9730044,1584.999233,1574.920506,1597.649011,33,5,6,0,6,0,58558.8432,NA,29941.46969,43350.28562,NA,23350.67137,NA,51272.66483,NA,NA,29897.8943,NA,28163.979,NA,21450.09114,NA,22491.78588,NA,41144.8752,31161.39339,34500.42812,20219.4101,25387.85867,21187.75863,NA,NA,NA,NA,31346.26036,11438.415,NA,NA,NA,NA,NA
337,527.2703753,527.2692429,527.271479,637.2638587,635.779925,638.0487021,12,2,3,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,3552.12,9180.195158,1871.631,NA,NA,NA,NA,NA,2988.5856,NA,NA,3600.8544,5509.612941,1426.008857,NA,NA,9149.934167,NA,12069.01818,14709.83019,NA,NA,NA,NA,NA,NA,NA
338,275.1501024,275.149675,275.1508002,828.3922049,828.0977437,828.7636166,13,4,1,2,6,0,NA,7541.701818,NA,NA,NA,NA,NA,4197.336,4466.490462,6785.366,NA,NA,NA,NA,NA,2584.296,NA,NA,NA,NA,8429.1366,10735.626,8264.256,NA,13628.472,NA,9408.773368,NA,11289.4925,NA,NA,NA,NA,NA,NA
339,99.92566527,99.92535612,99.92594256,1320.554752,1311.197512,1332.704995,30,3,2,2,3,2,NA,NA,25324.13189,NA,NA,7619.04,29688.75713,NA,NA,NA,NA,NA,NA,NA,NA,NA,26896.524,3770.943,NA,NA,26305.23756,NA,30068.21818,3743.463,NA,NA,NA,NA,NA,NA,NA,30515.06633,NA,NA,3539.76
340,235.9258736,235.9251369,235.9264215,1487.888911,1480.508135,1496.737634,25,6,5,2,5,0,NA,NA,38056.83993,NA,NA,39217.56566,25540.35453,20504.79412,48300.63051,29782.93275,28889.77429,NA,20735.63429,33157.2384,NA,NA,43696.00525,NA,57012.34298,NA,NA,25325.73718,NA,33018.5856,NA,37838.4864,NA,53626.45349,NA,27668.70257,NA,NA,NA,NA,NA
341,183.0119429,183.0112138,183.0129509,447.9462115,447.4612847,452.0466486,10,6,1,1,2,0,12657.03459,16332.59817,463.905,NA,NA,5676.825176,NA,6495.853,5761.24713,NA,NA,NA,NA,NA,NA,3357.060125,NA,NA,NA,NA,NA,NA,NA,NA,13629.1584,NA,NA,5443.069714,NA,NA,NA,NA,NA,NA,NA
342,355.1579678,355.1569249,355.1588096,1263.204934,1260.873064,1264.858784,25,9,6,2,6,2,11007.7968,10388.37571,7740.034333,14031.33182,14558.99053,12240.67733,11783.90583,NA,11267.62971,10343.07457,10552.10526,7901.069333,6916.1664,NA,NA,10023.98096,NA,11343.33478,NA,6941.5632,NA,13596.26333,9909.5568,7958.518125,NA,NA,13688.1888,7531.1808,9139.637917,NA,NA,NA,8336.064,6331.763556,NA
343,145.9305468,145.930108,145.9309125,1491.197611,1479.836208,1509.20747,43,4,7,0,6,2,NA,19612.47925,NA,NA,24662.354,NA,39690.32075,NA,31586.05467,NA,NA,NA,31289.544,24421.43429,47431.93822,40409.64175,21570.70024,NA,25942.45448,20508.91224,43180.0512,NA,39720.5952,NA,43121.0208,31587.32711,33724.23571,NA,21178.184,NA,NA,19108.0032,NA,NA,22901.846
344,99.92580685,99.92546944,99.925896,1350.594986,1346.606032,1356.053116,7,1,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19775.10411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29674.24545,NA,NA,NA
345,216.1239455,216.1235388,216.1251547,444.858435,444.3753356,445.5118225,14,3,2,2,4,3,5385.456462,NA,3046.845048,NA,NA,NA,4335.583111,NA,NA,NA,NA,NA,NA,NA,NA,4584.985,3392.8752,NA,NA,NA,NA,NA,5044.9,4221.20625,NA,11032.08867,5400.871043,NA,NA,NA,1032.3456,NA,15484.4976,NA,10289.95364
